Time		Subtitle		Translation
00:37:46		 Ben bilmiyorum ki hiçbir şey. Hastaneye getirdiler.   		Én nem tudok, mert nem engednek el innen. 
00:37:50		 Benim sizden başka kimsem yok abi.   		Nincs senkim, csak ti, fiúk. 
00:37:53		 Tamam, ben alakadar olurum o hususla, tamam sen rahat ol oğlum.   		Oké, elintézem. Ne aggódj, fiam! 
00:37:56		 Tamam abi, selam söyle herkese.   		Oké, testvér. Mindenkit üdvözlök. 
00:37:58		 [Mehmet] Öptüm yavrum, hadi.   		Jól van, fiam. Vigyázz magadra! 
00:38:04		 Eyvallah.   		Köszönöm. 
00:38:24		 Kolay gelsin Memur Bey.   		Jó napot, biztos úr! 
00:38:26		 İlgileneceğim.   		Majd én vigyázok rá. 
00:38:56		 Buyurun, şöyle bir hava alalım.   		Menjünk sétálni! 
00:39:00		 Kapı kilitli değil miydi? Polis?   		Nem volt bezárva az ajtó? És a rendőrök? 
00:39:03		 Arkadaşlar ilgileniyor, buyurun.   		Az embereim dolgoznak rajta. Gyere, kérlek! 
00:39:11		 Hem size bir önerim olacak.   		Szeretnék tenni egy javaslatot. 
00:39:13		 -Kaçma anlamında mı? -Gibi gibi. Buyurun.   		- Szökés? - Olyasmi. 
00:39:48		 Amfibik, kapıyı kapat.   		Amfibik, csukd be az ajtót! 
00:39:55		 Evet, hoş geldiniz.   		Helyes. 
00:40:09		 Beyler, mısır.   		És a popcorn. 
00:40:14		 Kediyi al, uyudu.   		Fogd a macskát, alszik. 
00:40:19		 Evet, Güven Bey.   Kurulumuz şu şekilde karar verdi.   		Rendben, Mr. Guven. A bizottságunk meghozta az ítéletet. 
00:40:24		 -Sana yardım edeceğiz. -[Güven] Abi, bak, böyle yani,   		- Segítünk neked. - Testvér, nézd! 
00:40:27		 işte biz içeridekiler akıllıyız, dışarıdakiler deli, işte biz, ne bileyim,   		Az a benyomásom, hogy azt hiszed, hogy akik kint vannak, őrültek, 
00:40:31		 suçlu toplum, falan gibi klasik şeylere girmeyeceksin, değil mi?   		és ti vagytok az épeszűek, és a társadalom a hibás. Így van? 
00:40:35		 -[idrar sesi] -Güven Bey kardeşim, bakın,   şu an altıma işiyorum.   		Nézd, drága tesó! Most bevizelek a gatyámba. 
00:40:40		 [Tuncay] Sen ne diyorsun lan düdük makarnası?   		Miről beszélsz, te hülye? 
00:40:43		 Ben, Kılçık, Sakal, Mübaşir ve Amfibik,   		Én, Szakáll, Kilcik, Mubasir és Amfibik 
00:40:46		 burada deliliğin onur ve şerefini kurtarmaya çalışıyoruz.   		próbáljuk megmenteni az őrület becsületét. 
00:40:50		 Saat üç.   		Három óra van. 
00:40:52		 Birazdan, hastanenin en kezzap akıllı hocasının karşısında...   		Át akarod verni a bizottságot, amit a kórház legokosabb orvosa vezet? 
00:41:03		 ...gibi şeylerle mi geçeceksin kuruldan?   		Ilyesmiket akarsz csinálni megtévesztésképpen? 
00:41:08		 Şimdi sana bu işin püf noktalarını anlatacağım,   		Elmondok néhány fontos dolgot, 
00:41:11		 yağ gibi çıkacaksın, tertemiz kağıdını alacaksın.   		amivel könnyen megkapod a papírt. 
00:41:15		 Oh, mis.   		Gyerekjáték. 
00:41:17		 Amfibik, arkadaşın derhal donunu başına geçirin.   		Amfibik, húzd a gatyáját a fejére! 
00:41:21		 Hayır, bir dakika dur ya... Yok dur...   		Ne, egy pillanat! Ne! 
00:41:23		 Dat! Yandın.   		Megbuktál! 
00:41:29		 Abi, ben deli değilim ki.   		De nem vagyok őrült. 
00:41:31		 Mübaşir, arkadaşımıza cinayetten kaç yıl verirsin?   		Mubasir, hány évre ítéled a barátunkat gyilkosságért? 
00:41:35		 32!   		Harminckettőre. 
00:41:36		 32 yıl verdi size. Aldınız mı?   		Harminckettő. Érted? 
00:41:40		 Yani, mesela şöyle şeyler yapabiliyorum ben.   		Csinálhatok például ilyesmiket. 
00:41:44		 -Bu, yani böyle... -Kasıyorsun kendini.   		- Vagy ilyesmiket. - Nem kellene ilyen feszültnek lenned. 
00:41:48		 Mısır verin eline.   		Adj popcornt! 
00:41:54		 -Bu mu? -[Tuncay] Kulağına sokma!   		- És ez? - Ne tedd a füledbe! 
00:41:56		 Kulağına sokma, ilk akla gelendir. Unutma, akıl yok.   		Mindenkinek ez jut először eszébe. És neked nincs eszed. 
00:42:01		 Ne diyeyim yani, Dışişleri'ndenim mi diyeyim, ne diyeyim?   		Akkor? Mondjam, hogy a külügynél dolgozom? 
00:42:04		 Uydudan haber alıyorum mu, ne diyeyim yani?   		Hogy műholdas infókat kapok? 
00:42:06		 Vay anasını. Bak, bak, bak, bak.   		Szent szar! Nocsak, nocsak! 
00:42:09		 -Koçum, dosyana baktım. -Uydudan mı?   		- Megnéztem az aktádat, barátom. - A műholdon keresztül? 
00:42:12		 20 sene rahat yatarsın.   		Legalább 20 évre ítélnek. 
00:42:15		 Sen hiç hapisten kaçtın mı?   		Szöktél már meg börtönből? 
00:42:17		 Abi, benim trafik cezam yok ya, ne hapsi?   		Még tilosban parkolásért sem bírságoltak meg. 
00:42:19		 Cezaevinden kaçabilir misin? Kaçamazsın.   		Meg tudsz szökni a börtönből? Nem. 
00:42:23		 Ben bu hastaneden kaç kere çıktım çocuklar?   		Én hányszor szöktem meg ebből a kórházból? 
00:42:25		 Bu sene üç.   		Idén háromszor. 
00:42:26		 Deliyim deyip burada kalacaksan bu şekilde olmaz.   		Ha meg akarod játszani az őrültet, ne így csináld! 
00:42:31		 Doktorların bu hallerini yemeyeceğini biliyorsun, değil mi?   		A dokik ezt nem veszik be. 
00:42:34		 [Tuncay] Şimdi şöyle yapacağız,   		Elmondom, mit teszünk. 
00:42:37		 bir saat içinde ben sana her şeyi öğretemem.   		Egy óra alatt nem tudok mindent megtanítani. 
00:42:40		 -Ama diskoya inersek... -Ay!   		De ha lemegyünk a klubba... 
00:42:44		 -Bir aydınlanma yaşatabilirim sana. -Aydınlanma mı?   		- Segíthetek megvilágosodni. - Megvilágosodni? 
00:42:49		 Değil bu kurul,   		Hogy át tudd verni a bizottságot. 
00:42:50		 akademinin karşısına çıksan Oscar'ı eve gönderirler.   		Az Akadémia Oscart adna, ha látná azt a produkciót. 
00:42:54		 "Abi, törene gelmene gerek yok." derler.   		Azt mondanák: "El sem kell jönnöd a díjátadóra." 
00:42:58		 Ne dersin?   		Mit mondasz? 
00:43:01		 Ne varmış diskoda?   		Mi van abban a klubban? 
00:43:03		 Buradan çıkış biletin.   		A menekülési esélyed. 
00:43:13		 -Alo Gürkan, sen hastanede misin? -[Gürkan] Evet amirim.   		- Gurkan, a kórházban vagy? - Igen, uram. 
00:43:17		 -Bu Güven yanında mı? -Odada amirim, kilitli.   		- Veled van Guven? - Be van zárva egy szobába. 
00:43:19		 Ona bir geçmiş olsun de, iş bitti.   		Mondd meg neki a jó hírt, hogy vége! 
00:43:22		 Oğlanda bir şey yok. Bekle beni orada, ben bir savcıya kadar gidip geleceğim.   		Elmegyek az ügyészhez, aztán odamegyek. Várj meg! 
00:43:27		 [Gürkan] Tamam amirim.   		Rendben, uram. 
00:43:36		 [amir] İmzala şunu.   		Írja alá! 
00:43:40		 Nasıl insanlarsınız siz ya?   		Miféle ember maga? 
00:43:42		 Bilmem.   		Fogalmam sincs. 
00:43:46		 -Bana bir su verir misiniz? -Veremem, işim var.   		- Kérhetek egy pohár vizet? - Nem. Dolgom van. 
00:44:07		 Memur Bey, bir müsaade eder misin? Buyurun, buyurun.   		Elnézést, uraim! Gyerünk, erre! 
00:44:14		 Gel, gel, gel.   		Gyerünk! 
00:44:16		 Güven! Güven, hadi çıkıyorsun. Güven!   		Guven! Szabad vagy! Guven! 
00:44:24		 -Nerede oğlum bu, içeride değil. -Buradaydı abi.   		- Hol a fenében van? - Itt volt. 
00:44:31		 [Tuncay] Ölü!   		Senki! 
00:44:34		 Efendim?   		Igen? 
00:44:36		 -Makine çalışıyor mu? -Vallahi, makine soğuk.   		- Működik a gép? - Hideg. 
00:44:41		 -Merhaba. -Arkadaş sınava girecek de.   		- Helló. - Nemsokára vizsgáznia kell. 
00:44:43		 Bir akide şekeri alacaktık, zihin açıklığı için.   		Úgy gondoltam, ha meglátogat, az segít megtisztítani a gondolatait. 
00:44:48		 Sıfır laptop isterim... Gıcır.   		Egy új laptop az ára. 
00:44:52		 Sıfır laptop uyuyor mu?   		Egy laptop. Oké? 
00:44:55		 -Para mı vereceğiz? -Yok, öpücük de olur.   		- Pénzzel fizetünk? - Nem, csókkal is fizethetsz. 
00:44:59		 Tamam, tamam, ben kefilim. Sıfır laptop, okey miyiz?   		Rendben. Kezeskedem róla. Rendben, egy laptop. 
00:45:05		 -[kapıyı açar] Gelin bakayım. -Geç.   		- Gyere be! - Menj! 
00:45:14		 Buyurun.   		Íme. 
00:45:15		 Sakal, kaldır şunu.   		Szakáll, vedd le a lepedőt! 
00:45:19		 Abi, hayırdır?   		Testvér, mi folyik itt? 
00:45:20		 80'lerden bir hatıra. Gel bakayım, oturuyorsun şöyle.   		Ereklye a 80-as évekből. Gyere, ülj le! 
00:45:24		 Ölü kardeşimiz çok güzel ayarlayacak.   		Mr. Senki elrendezi az ügyedet. 
00:45:27		 Kurulun karşısında altına da işedin mi oldu bu iş.   		Ha a bizottság előtt bevizelsz, meg is van a papír. 
00:45:29		 -Abi, bir sakatlık çıkmasın? -Oğlum, ben sana özgürlüğü vadediyorum.   		- Biztonságos? - Fiam, ez a szabadságod garanciája. 
00:45:33		 Hem yarın hastaneden tüyme işini konuşuruz ya.   		Holnap már meg is szervezhetjük a szökést a kórházból. 
00:45:36		 Gel şu soru işaretini alalım kafadan, gel.   		Tiszítsd meg az elméd! Gyerünk! 
00:45:42		 -Şunu da ağzına alıyorsun. -Ya of...   		- Tedd a szádba! - Mi a... 
00:45:45		 Ya, ben katil değilim.   		Nem vagyok gyilkos. 
00:45:46		 -Biz de değiliz. -Biz deliyiz.   		- Mi sem. - Őrültek vagyunk. 
00:45:49		 -Ben deli de değilim. -Ben de değilim ama hayat işte.   		- De én őrült sem vagyok. - Én sem, mégis itt vagyok. 
00:45:52		 Hadi, bağlayın elini kolunu, çabuk. Amfibik, Mübaşir, koğuşu kollayın.   		Gyorsan, kötözzétek meg kezét-lábát! Figyeljetek, nem jön-e valaki! 
00:45:57		 [Ölü] Evet. Yaslan, yaslan.   		Jó. Dőlj hátra! 
00:46:01		 Aç abi. Aç, aç, aç.   		Gyerünk, nyisd ki az ajtót! 
00:46:07		 -Nasıl ya? -[polis] Nerede abi adam?   		- Hogy lehet ez? - Hol van? 
00:46:10		 Diskoya gittiler, dermişim.   		Szerintem elmentek a klubba. 
00:46:12		 Tuncaylarla, yürüyün, yürüyün!   		Tuncayvel van. Gyerünk! 
00:46:16		 [Güven] Abi, çok vermeyeceksin, değil mi?   		Testvér, nem adsz túl sokat, ugye? 
00:46:18		 Merak etme, borcunu hatırlayacak kadar veriyorum.   		Ne aggódj, a laptopra azért emlékezni fogsz. 
00:46:22		 -Hadi, hadi. -[Güven] Yani abi...   		- Gyerünk! - De... 
00:46:26		 Tamam beyler, sessiz. Kardeş, hazır mısın?   		Oké, srácok, halkan. Testvér, készen állsz? 
00:46:29		 -[Güven] İyi olacak mı peki? -Hadi, hayırlı yolculuklar.   		- Rendben lesz? - Jó utat! 
00:46:35		 -Ne oldu ya? -[Güven] Ne oldu?   		- Mi történt? - Mi ez? 
00:46:37		 [Ölü] Tamam, tamam. Sakin, bir şey yok, geliyor.   		Rendben. Semmi baj. Nyugi! Még egyszer. 
00:46:45		 Buyurun Memur Bey.   		Segíthetek? 
00:46:48		 Sühan Hoca'daki dosya için getirdim ama odasında mı kendisi?   		Hoztam egy aktát doktor Suhannak. A szobájában van? 
00:46:51		 Yeşim Hocalarla toplantıdalar, bir on dakikaya çıkarlar.   		Megbeszélésen van. Tíz perc múlva itt lesz. 
00:46:54		 Ha. Biz tutukluyu çıkaracaktık da.   		Szabadon lehet bocsátani a fogvatartottat. 
00:46:56		 -Bu 2A'da olanı mı? -Güven Balcı.   		- Aki az A2-ben van? - Guven Balcit. 
00:47:02		 Hazır.   		Mehet? 
00:47:14		 Tamam gibi.   		Úgy tűnik, oké. 
00:47:16		 Güzel. Güven, bak bakayım lan!   		Jó. Guven, nézz rám! 
00:47:21		 Mis... Tatlılaştı.   		Szép. Nagyon szép. 
00:47:23		 -Yükleyin beyler, hadi. -Hadi, gel, hadi.   		- Vigyétek! - Gyerünk! 
00:47:28		 -[Güven] Abi yapmayın. -Çabuk çabuk.   		- Kérlek, ne! - Gyorsan! 
00:47:31		 [Tuncay] Hadi, çabuk.   		Gyorsan! 
00:47:35		 Getir yavaş, yavaş, tamam.   		Nyugalom! 
00:47:39		 Bırak bende, tamam.   		Oké, megvan. 
00:47:51		 -Nerede lan çocuk? -Burada değil ama kalbimizde yaşıyor.   		- Hol a fenében van? - Itt nincs, de a szívünkben igen. 
00:47:56		 -Hangi çocuk? -Güven! Güven!   		- Kiről beszélsz? - Guven! 
00:47:58		 Çıkalım hadi yatakhaneye. Hadi, hadi yatakhaneye.   		Menjünk fel! A hálóterembe. Gyerünk! 
00:48:04		 Ana binaya geçti.   		A főépületbe ment. 
00:48:06		 Kurula girecekti... Galiba.   		A bizottsággal van találkozója. Azt hiszem. 
00:48:31		 Hoş geldin Güven, biraz daha iyi misin?   		Üdv, Guven! Jobban van? 
00:48:37		 -Amirim! -Oğlum, ne oldu?   		- Uram! - Mi történt? 
00:48:38		 -Güven, amirim. Kurula girmiş. -Kurula girmeyecek adam, ne kurulu ya?   		- Guven a bizottság előtt van. - A bizottság előtt? Miért vitték oda? 
00:48:47		 -Hocam bu, tutuklu olan arkadaş galiba. -[doktor 2] Evet.   		- Uram, ez az a fogvatartott? - Igen. 
00:48:50		 [doktor] Bunun durumunda bir değişiklik oldu, bunun yazısı gelecekti...   		Változás állt be az állapotában. 
00:48:54		 Hocam, kusura bakmayın.   		- Tessék! - Elnézést, doktor úr! 
00:48:56		 Bir telaş oldu da bir an bulamadık arkadaşı. Bu, savcılıktan belgesi.   		Beletelt egy kis időbe, hogy megtaláljuk. Itt van az aktája. 
00:49:00		 Biz de bunu bekliyorduk.   		Ezt az aktát vártuk. 
00:49:03		 Güven Balcı, hadi geçmiş olsun. Seni tutmayacağız artık burada.   		Jó hír, Guven Balci. Nem tartjuk itt. 
00:49:08		 Güven kardeşim, hadi serbestsin.   		Guven testvér, szabadon távozhat. 
00:49:10		 [amir] Hadi kalk. İmzamızı atalım gidelim. Hadi kardeşim.   		Aláírjuk a papírokat, és szabadon távozhat. 
00:49:14		 -[sesler boğulur] -[doktor] Güven?   		Guven? 
00:49:16		 -[doktor 2] Hocam duymuyor galiba. -[doktor 3] Güven, iyi misin?   		- Szerintem nem hallja. - Guven, jól van? 
00:49:21		 [doktor] Güven?   		Guven? 
00:49:24		 Bu şekilde burada kalması daha iyi olur. Biz zaten ailesine haber veririz.   		Jobb, ha itt marad, amíg ilyen állapotban van. 
00:49:35		 Hemşire Hanım, hastayı alabiliriz. [ses yankılanır]   		Nővér, elviheti a beteget. 
00:50:57		 [Mehmet] Ne o, âşık mı oldun ibiş? Git konuş o zaman.   		Beleszerettél? Akkor beszélned kell vele. 
00:51:00		 [adam] Instagram'dan bul, Facebook'tan bul abi.   		Keresd meg az Instagramon vagy a Facebookon! 
00:51:03		 Bana bırak, beş dakikada bulurum diyorum, bana da bırakmıyor ha.   		Percek alatt megtalálnám, ha hagynád, de nem hagyod. 
00:51:06		 [Güven] Abi, belki konuşmak istemiyorum.   		Talán nem akarok beszélni vele. 
00:51:08		 Ben öyle uzun uzun onun gözlerine bakayım, o bana baksın.   		Inkább szemezni akarok vele órákon keresztül. 
00:51:11		 Öyle uzun uzun, karşılık yani.   		Csak mi ketten összefonódott tekintettel. 
00:51:16		 Gözleri gözümde, bütün ömrüm boyunca karşısına otururum abi.   		Egész hátralevő életemben csak bámulnék a szemébe. 
00:51:29		 Âşıkların dostu delilerdir.  		Az őrültek a szerelmesek igaz barátai. 
